year,month,hou,1000hPa_air,850hPa_air,1000hPa_rhum,850hPa_rhum,1000hPa_wind,850hPa_wind,1000hPa_azimuth,850hPa_azimuth,1000hPa_number,850hPa_number,850hPa_omega
2021,1,1,16.4126083374024,7.65508270263674,91.1049411773682,93.2034534454346,2.8834532912659,3.89098465765571,148.991303608328,155.335801038683,6,6,-0.0729230674364178
2021,1,2,20.4687850952149,12.0971511840821,68.8248296737671,68.0163997650147,2.95527521109106,4.45294165445193,176.710106724185,181.247021499559,7,7,-0.0469790977379776
2021,1,3,19.0275039672852,10.3420272827149,69.3205308914185,69.8237579345703,1.80440173370467,2.89746359746431,147.220666612405,146.615936705607,6,6,0.0066520115181704
2021,1,4,17.9164184570313,8.91128692626955,70.0484733581543,72.7261301040649,2.72723772639575,3.95209125498026,171.114073620802,173.425721834927,7,7,-0.000167452484578574
2021,1,5,19.1521224975586,10.6635864257813,63.8944381713867,63.0625146865845,2.234104075085,3.2397550761494,201.25464677062,202.527680258988,8,8,-0.0238799356039428
2021,1,6,22.5827626546224,13.9180007934571,67.2184438705444,66.5962878863017,2.39353860854438,3.57618361197053,191.459165603233,196.375985877654,7,8,-0.118318592068048
2021,2,1,15.0478515625,6.04618072509768,83.7700380325317,88.0496440887451,2.70337018681276,3.26629357971144,148.569391620185,150.597239249525,6,6,-0.0903239789695891
2021,2,2,20.5328811645508,12.0224380493164,64.0998971939087,63.6458559036255,1.69818378393528,2.79822199245923,190.965483450576,189.935028353541,7,7,-0.148028549412687
2021,2,3,20.4993209838867,11.856982421875,79.6258735656738,79.9188739776611,2.50545820623767,3.71372474462231,179.5837281564,186.506856739518,7,7,-0.102932568002833
2021,2,4,22.9804077148438,14.3695632934571,64.2184578895569,62.8219084739685,2.5534328322693,3.92945115877852,205.612625126761,205.354393546683,8,8,-0.120661645516008
2021,2,5,24.6478637695313,16.0548934936524,44.2618640899658,42.9562302589417,3.74574425126956,4.77941960074318,223.784679016909,223.319857284934,8,8,-0.0520081216858451
2021,2,6,19.0769058227539,10.2852849324545,83.2380510965983,83.8839219411214,3.05928152072076,3.80539555239929,142.304000818191,144.442220356648,6,6,-0.114935454659015
2021,3,1,17.8905014038086,8.96270751953127,85.0008489608765,88.6575143814087,2.58111659346811,3.60767799204045,142.397129122576,147.446022257048,6,6,-0.0248772367167089
2021,3,2,24.1769805908203,15.3469329833985,68.1874929428101,68.1139059066772,3.58213145413829,5.08399460834788,210.192803824228,211.427981946027,8,8,-0.0615728367531864
2021,3,3,18.8069366455078,9.77861633300784,80.2753982543945,82.670764541626,2.59915104161917,3.45438318085908,87.6204128860502,90.7626092865236,4,4,-0.0648031419305825
2021,3,4,24.8243911743164,15.9895126342774,62.1479583740234,61.4203262329102,5.34134076468369,6.740465004268,200.222499979959,202.325821742673,8,8,0.00148151847835121
2021,3,5,26.0782943725586,17.0435363769531,48.1292073249817,49.0236682891846,3.50468753692239,4.25582425076343,198.741782975309,197.790309697051,8,8,-0.0886175357955934
2021,3,6,26.802382405599,18.0041519165039,55.1365806261698,54.3849667708079,3.4413424226907,4.55002525314518,210.646520084667,207.998744529561,8,8,-0.11436479732197
2021,4,1,21.8409973144531,12.7118789672852,72.0951162338257,74.9227369308472,2.73040900973495,3.44712354327761,136.025475291263,132.918386603935,6,5,-0.139689534388031
2021,4,2,28.0490280151367,19.3486785888672,61.7099876403809,60.4927869796753,2.79800426293296,3.74150515472686,219.305684863222,215.169890422236,8,8,-0.126224554029853
2021,4,3,24.0610305786133,15.1354766845703,83.4799083709717,84.2762634277344,2.43455244908116,3.20028222659583,147.725120999832,150.141899077389,6,6,-0.0905329264369801
2021,4,4,26.7470794677735,17.7385620117188,82.623752784729,83.5959634780884,2.89701337657411,3.83038507631216,175.730659235968,181.042854095475,7,7,-0.0840841775132641
2021,4,5,30.8551284790039,21.6603897094727,68.6977735519409,69.3821027755737,2.47343402018219,3.39660977354008,172.585058495768,179.350858101143,7,7,-0.169731875734002
2021,4,6,30.3144515991211,21.2517608642578,72.4451606750488,73.0156021118164,2.49417832699819,3.40252642447506,147.843741705927,151.86880042468,6,6,-0.132290309946669
2021,5,1,31.3242660522461,22.0858947753906,63.9966276168823,65.2258234024048,3.16426850684355,4.16274681309758,180.100470657665,184.409957906079,7,7,-0.172706686238727
2021,5,2,33.0511825561524,23.8381820678711,57.8546776771545,57.9549313545227,3.95768585575996,5.07540278493565,211.753045047462,209.97787010546,8,8,-0.131763097445399
2021,5,3,34.291000366211,25.1760635375977,45.5402893066406,44.6506286621094,4.35311723948916,5.55222137801111,221.964324058274,219.16693936133,8,8,-0.0850075365671127
2021,5,4,34.8236083984375,25.8320816040039,45.5542033195496,43.7042336463928,3.52485928927926,4.80250359793939,220.5974778025,218.858393696918,8,8,-0.112098644573596
2021,5,5,30.4722854614258,21.218212890625,85.6485340118408,86.7646099090576,2.31697279641708,3.01320631712624,154.480214153101,169.407072378194,6,7,-0.112101517121378
2021,5,6,29.8402763366699,20.6555725097656,71.9072308540344,72.3161573410034,2.73937888021341,3.74976695800151,94.1806616911858,100.067224576684,4,4,-0.0425729129851028
2021,6,1,32.7683944702149,23.7971481323242,58.8357574462891,57.6398147583008,2.3466862673105,3.15962555878056,126.489808876539,130.345972926733,5,5,-0.0187540518168446
2021,6,2,32.7166198730469,23.6380081176758,61.2276790618896,60.3365406036377,2.60402178722456,3.38899618537711,120.301778797242,121.241735491993,5,5,-0.0469674026086492
2021,6,3,32.9444747924805,23.8250808715821,77.6093524932861,77.4584342956543,2.87288331277038,3.74801391225168,191.442141335313,194.46241472983,7,7,-0.062432203750653
2021,6,4,35.6375381469727,26.3177230834961,66.719801902771,66.8293798446655,3.25649172493039,4.32902943088859,216.55880169088,218.870376894147,8,8,-0.096399035720046
2021,6,5,33.08740234375,23.7287734985352,76.502693939209,77.7603816986084,3.43067062910559,4.3044182168674,185.592577254532,188.449597515505,7,7,-0.0306981219475357
2021,6,6,33.4980926513672,24.2941619873047,78.6238977432251,78.4467683792114,2.17162238865807,2.75531164222038,193.97772441541,194.69186352352,7,7,-0.101996693757506
2021,7,1,33.0916778564453,23.8734573364258,75.0538509368896,74.9882102966309,4.00830846009703,5.18041918066554,224.747227101577,227.743291429299,8,9,-0.0553758464060279
2021,7,2,34.0719680786133,24.7326766967774,73.2665628433228,73.8285219192505,4.59984597431415,5.6550826738482,217.151746202555,219.554981735954,8,8,-0.0470404285961248
2021,7,3,33.0951919555664,23.7806533813477,82.9964317321777,83.5955764770508,3.69358997524009,4.80628626170591,219.714798719586,222.329743641406,8,8,-0.0894206934549905
2021,7,4,32.1185241699219,22.831039428711,77.2297367095947,78.0409385681152,4.66582650227897,5.80480917828514,214.375799906392,217.413458826278,8,8,-0.0143625464354612
2021,7,5,33.3128128051758,23.9568420410156,75.1899147033691,76.2774703979492,4.42730363324494,5.4875925669747,198.436899190125,200.225464555322,8,8,0.00571529005601319
2021,7,6,33.6311317443848,24.4143463134766,82.3041531244914,82.3378241856893,2.48123552216539,3.25141880362364,191.034509359886,210.457700963255,7,8,-0.0981277873908376
2021,8,1,31.4943191528321,22.348747253418,86.3636352539063,86.3465534210205,3.74120778915293,5.07584929775813,199.713021042555,203.904452181897,8,8,-0.0532078306937397
2021,8,2,33.0094207763672,23.8492706298828,75.6630781173706,75.30318775177,2.6989429338006,3.55276424474205,188.779669336263,193.182868495696,7,7,-0.0373367325212691
2021,8,3,31.9524810791016,22.6683242797852,84.3882907867432,85.3341873168945,2.11487835587017,2.76082259261329,112.450138359282,114.585301909608,5,5,-0.0282777237993989
2021,8,4,33.6234771728516,24.3787612915039,77.8240921020508,78.0463256835938,2.72037690869517,3.58725648805236,190.322995472092,195.849327840177,7,8,-0.0432462664645438
2021,8,5,31.6465194702149,22.3363845825196,84.2736686706543,85.5273208618164,2.63293538073401,3.36341181558368,141.231755242326,146.888044911954,6,6,0.00472601126840496
2021,8,6,33.2848017374675,24.0128227233887,80.1369253794352,80.693754196167,2.10942858320427,2.67683614682452,179.418279307598,184.924526994753,7,7,-0.0173516480926697
2021,9,1,31.1172592163086,21.8918563842774,87.47041015625,88.0373519897461,2.41925319257054,3.18065856280913,84.092883993007,90.7712305743006,4,4,-0.0476005240595523
2021,9,2,33.8858673095703,24.6165634155274,76.7948431015015,77.2724792480469,2.78628650967446,3.58977121137537,190.216989374531,193.655564880957,7,7,-0.0538019518186271
2021,9,3,32.2888946533203,23.2307876586914,84.2680625915527,83.4356781005859,1.17898317027054,1.55694920501368,237.802614109979,240.852405331448,9,9,-0.127826892347497
2021,9,4,28.3668853759766,19.2016494750977,88.065217590332,88.5438995361328,3.17499013497219,4.58583285847313,62.4949013416493,69.1805916619286,3,3,-0.0160415910734821
2021,9,5,28.0947463989258,19.1791641235352,54.9002494812012,53.6568836212158,3.8862885479029,5.65477481531913,38.9268077636416,45.1678509131073,2,3,0.0783593660016619
2021,9,6,29.9365234375,20.8207656860352,81.4001167297363,81.7722808837891,2.5835203908961,3.63967765234912,74.954087356282,83.2075589321061,3,4,0.0207695951698843
2021,10,1,29.4963119506836,20.2992141723633,70.1191541671753,71.3115465164185,2.36144355266794,3.40159898031818,66.1091499983523,67.174211529994,3,3,0.0538423678753123
2021,10,2,30.7621246337891,21.5364440917969,90.3550598144531,91.4869998931885,2.71236654792355,3.45290013697573,131.151049673793,137.428070366246,5,6,-0.08187698828956
2021,10,3,28.7704147338867,19.5363967895508,85.6857822418213,86.9229076385498,2.5663861297439,3.38284801245623,119.937303162856,120.309868356661,5,5,-0.0279848330470342
2021,10,4,24.3191909790039,15.4129409790039,57.3740552902222,55.4021949768066,2.37705001543276,3.75239446348751,67.5467748699417,72.1952281215616,3,3,0.0369737432392497
2021,10,5,23.4040023803711,15.1191177368164,51.4635160446167,46.9741874694824,1.81405481788716,3.27669567627873,83.2044819854815,91.0161505992142,4,4,0.0660838108314241
2021,10,6,20.6899289449056,12.1403849283854,56.4955790837606,54.1194717089335,2.48850095350526,4.32298594165609,64.5952985689659,74.4790443870304,3,3,0.0584406393181495
2021,11,1,20.6966461181641,12.5833618164063,52.0189025878906,47.3442995071411,2.04126159555641,3.76462770388242,71.5281987796473,86.2625378003285,3,4,0.0524835782587924
2021,11,2,20.1862533569336,11.8861358642578,55.463950920105,51.9573625564575,1.8115904761167,3.51589620139241,96.3440284838533,102.832595419643,4,4,0.0531171101745535
2021,11,3,22.1805526733399,13.9022125244141,60.7965257644653,57.5024139404297,1.42098220152564,2.39031326381024,139.210546382477,144.929235983838,6,6,0.0166207846933027
2021,11,4,20.4674636840821,12.0230758666992,64.257221031189,61.028351020813,1.91000634242623,3.15698207016465,124.353950373842,127.24209314596,5,5,0.0199168744689857
2021,11,5,20.7613388061524,12.2984527587891,62.9362668991089,61.1889442443848,2.35425822844997,3.65816691968359,160.020322997001,164.609453523814,6,6,-0.0206763599877117
